rc_on,t_timestamp,latitude,longitude,,,satellites_used
1,2018-06-28_08:07:57.354,60.1073397,19.9237154,,,8
1,2018-06-28_08:07:58.354,60.10734967,19.92370463,,,7
1,2018-06-28_08:07:59.354,60.10735232,19.92368772,,,7
1,2018-06-28_08:08:00.354,60.10735232,19.92368772,,,7
1,2018-06-28_08:08:01.354,60.10734784,19.92368772,,,7
1,2018-06-28_08:08:02.354,60.10734053,19.9236816,,,7
1,2018-06-28_08:08:03.354,60.107345,19.9236816,,,7
1,2018-06-28_08:08:04.354,60.10735679,19.92368772,,,8
1,2018-06-28_08:08:05.354,60.10736392,19.92367082,,,8
1,2018-06-28_08:08:06.354,60.10737836,19.92366004,,,8
1,2018-06-28_08:08:07.354,60.10738548,19.92364314,,,8
1,2018-06-28_08:08:08.354,60.10739261,19.92362624,,,8
1,2018-06-28_08:08:09.354,60.10739708,19.92362624,,,8
1,2018-06-28_08:08:10.355,60.1074042,19.92360933,,,8
1,2018-06-28_08:08:11.355,60.10740868,19.92360933,,,8
1,2018-06-28_08:08:12.355,60.10741133,19.92359243,,,8
1,2018-06-28_08:08:13.355,60.1074158,19.92359243,,,8
1,2018-06-28_08:08:14.355,60.1074158,19.92359243,,,8
1,2018-06-28_08:08:15.355,60.1074158,19.92359243,,,8
1,2018-06-28_08:08:16.355,60.1074158,19.92359243,,,7
1,2018-06-28_08:08:17.355,60.10742293,19.92357553,,,7
1,2018-06-28_08:08:18.355,60.1074274,19.92357553,,,7
1,2018-06-28_08:08:19.355,60.10743187,19.92357553,,,7
1,2018-06-28_08:08:20.355,60.10744631,19.92356475,,,7
1,2018-06-28_08:08:21.355,60.10745079,19.92356475,,,7
1,2018-06-28_08:08:22.355,60.10745526,19.92356475,,,8
1,2018-06-28_08:08:23.355,60.10745973,19.92356475,,,8
1,2018-06-28_08:08:31.386,60.10748596,19.9235601,,,9
1,2018-06-28_08:08:32.386,60.10751219,19.92355545,,,8
0,2018-06-28_08:08:33.386,60.10751219,19.92355545,,,8
0,2018-06-28_08:08:34.386,60.10751484,19.92353855,,,9
0,2018-06-28_08:08:35.386,60.10752216,19.92354468,,,9
0,2018-06-28_08:08:36.386,60.10752216,19.92354468,,,9
0,2018-06-28_08:08:37.386,60.10752663,19.92354468,,,9
0,2018-06-28_08:08:38.386,60.10752663,19.92354468,,,9
0,2018-06-28_08:08:39.386,60.10753395,19.9235508,,,9
0,2018-06-28_08:08:40.386,60.10753395,19.9235508,,,8
0,2018-06-28_08:08:41.386,60.1075366,19.9235339,,,8
0,2018-06-28_08:08:42.386,60.1075366,19.9235339,,,8
0,2018-06-28_08:08:43.387,60.10754107,19.9235339,,,8
0,2018-06-28_08:08:44.387,60.10754372,19.923517,,,8
0,2018-06-28_08:08:45.387,60.10754372,19.923517,,,8
0,2018-06-28_08:08:46.387,60.10755369,19.92350622,,,8
0,2018-06-28_08:08:47.387,60.10755634,19.92348932,,,8
0,2018-06-28_08:08:48.387,60.10755634,19.92348932,,,8
0,2018-06-28_08:08:49.387,60.10756631,19.92347854,,,8
0,2018-06-28_08:08:50.387,60.10756896,19.92346164,,,8
0,2018-06-28_08:08:51.387,60.1075643,19.92343861,,,8
0,2018-06-28_08:08:52.387,60.1075643,19.92343861,,,8
0,2018-06-28_08:08:53.387,60.1075643,19.92343861,,,8
0,2018-06-28_08:08:54.387,60.10757225,19.9233879,,,8
0,2018-06-28_08:08:55.387,60.1075749,19.92337099,,,7
0,2018-06-28_08:08:56.388,60.10757756,19.92335409,,,7
0,2018-06-28_08:08:57.388,60.10758021,19.92333719,,,7
0,2018-06-28_08:08:58.388,60.10757554,19.92331415,,,8
0,2018-06-28_08:08:59.388,60.1075782,19.92329725,,,8
0,2018-06-28_08:09:00.388,60.10758532,19.92328035,,,8
0,2018-06-28_08:09:01.388,60.10758065,19.92325732,,,7
0,2018-06-28_08:09:02.388,60.10758596,19.92322351,,,7
0,2018-06-28_08:09:03.388,60.10759308,19.92320661,,,7
0,2018-06-28_08:09:04.388,60.10759839,19.9231728,,,7
0,2018-06-28_08:09:05.388,60.10760369,19.92313899,,,7
0,2018-06-28_08:09:06.388,60.10761347,19.92310519,,,7
0,2018-06-28_08:09:07.388,60.10761612,19.92308828,,,8
0,2018-06-28_08:09:08.389,60.10762589,19.92305448,,,8
0,2018-06-28_08:09:09.389,60.1076312,19.92302067,,,8
0,2018-06-28_08:09:10.389,60.1076365,19.92298686,,,9
0,2018-06-28_08:09:11.389,60.10763915,19.92296996,,,9
0,2018-06-28_08:09:12.389,60.10764893,19.92293615,,,9
0,2018-06-28_08:09:13.389,60.10764426,19.92291312,,,7
0,2018-06-28_08:09:14.389,60.10764957,19.92287931,,,7
0,2018-06-28_08:09:15.389,60.10765222,19.92286241,,,7
0,2018-06-28_08:09:16.389,60.10765934,19.92284551,,,7
0,2018-06-28_08:09:17.389,60.10766465,19.9228117,,,7
0,2018-06-28_08:09:18.389,60.1076673,19.9227948,,,7
0,2018-06-28_08:09:19.389,60.10767442,19.92277789,,,9
0,2018-06-28_08:09:20.389,60.10767973,19.92274409,,,9
0,2018-06-28_08:09:21.389,60.10769417,19.92273331,,,9
0,2018-06-28_08:09:22.390,60.10769682,19.92271641,,,8
0,2018-06-28_08:09:23.390,60.10770394,19.9226995,,,8
0,2018-06-28_08:09:24.390,60.10771391,19.92268873,,,8
0,2018-06-28_08:09:25.390,60.10772103,19.92267182,,,9
0,2018-06-28_08:09:26.390,60.10772369,19.92265492,,,9
0,2018-06-28_08:09:27.390,60.10772369,19.92265492,,,9
0,2018-06-28_08:09:28.390,60.1077479,19.92261034,,,8
0,2018-06-28_08:09:29.390,60.10775321,19.92257653,,,8
0,2018-06-28_08:09:30.390,60.10775586,19.92255963,,,8
0,2018-06-28_08:09:31.390,60.10774672,19.92253659,,,7
0,2018-06-28_08:09:32.390,60.10774206,19.92251356,,,7
0,2018-06-28_08:09:33.390,60.10773292,19.92249053,,,7
0,2018-06-28_08:09:34.390,60.1077256,19.92248441,,,8
0,2018-06-28_08:09:35.391,60.10771381,19.92247828,,,8
0,2018-06-28_08:09:36.391,60.10771647,19.92246138,,,8
0,2018-06-28_08:09:37.391,60.10770468,19.92245525,,,9
0,2018-06-28_08:09:38.391,60.10770001,19.92243222,,,9
0,2018-06-28_08:09:39.391,60.10768822,19.92242609,,,9
0,2018-06-28_08:09:40.391,60.10768356,19.92240307,,,8
0,2018-06-28_08:09:41.391,60.10767889,19.92238003,,,8
0,2018-06-28_08:09:42.391,60.10768155,19.92236313,,,8
0,2018-06-28_08:09:43.391,60.10767423,19.922357,,,9
0,2018-06-28_08:09:44.391,60.10766957,19.92233397,,,9
0,2018-06-28_08:09:45.391,60.1076649,19.92231094,,,9
0,2018-06-28_08:09:46.391,60.10766024,19.92228791,,,8
0,2018-06-28_08:09:47.391,60.10765842,19.92227101,,,8
0,2018-06-28_08:09:48.391,60.10765375,19.92224798,,,8
0,2018-06-28_08:09:49.392,60.10765375,19.92224798,,,9
0,2018-06-28_08:09:50.392,60.10764909,19.92222495,,,9
0,2018-06-28_08:09:51.392,60.10764909,19.92222495,,,9
0,2018-06-28_08:09:57.392,60.10763592,19.92212205,,,9
0,2018-06-28_08:09:58.392,60.10763858,19.92210515,,,8
0,2018-06-28_08:09:59.392,60.10763126,19.92209902,,,8
0,2018-06-28_08:10:00.392,60.10763391,19.92208212,,,8
0,2018-06-28_08:10:01.392,60.10762477,19.92205909,,,8
0,2018-06-28_08:10:02.392,60.10762742,19.92204219,,,8
0,2018-06-28_08:10:03.393,60.10762276,19.92201916,,,8
0,2018-06-28_08:10:04.393,60.10761829,19.92201916,,,9
0,2018-06-28_08:10:05.393,60.10761362,19.92199613,,,9
0,2018-06-28_08:10:06.393,60.10760631,19.92199,,,9
0,2018-06-28_08:10:07.393,60.10760183,19.92199,,,7
0,2018-06-28_08:10:08.393,60.10759005,19.92198387,,,7
0,2018-06-28_08:10:09.393,60.10758273,19.92197775,,,7
0,2018-06-28_08:10:10.393,60.10757826,19.92197775,,,8
0,2018-06-28_08:10:11.393,60.10756382,19.92198852,,,8
0,2018-06-28_08:10:12.393,60.10756382,19.92198852,,,8
0,2018-06-28_08:10:13.393,60.10756116,19.92200543,,,9
0,2018-06-28_08:10:14.393,60.10755404,19.92202233,,,9
0,2018-06-28_08:10:15.393,60.10754407,19.92203311,,,9
0,2018-06-28_08:10:16.393,60.10754407,19.92203311,,,9
0,2018-06-28_08:10:17.394,60.10753695,19.92205001,,,9
0,2018-06-28_08:10:18.394,60.10753695,19.92205001,,,9
0,2018-06-28_08:10:19.394,60.10753695,19.92205001,,,9
0,2018-06-28_08:10:20.394,60.10751721,19.9220946,,,9
0,2018-06-28_08:10:21.394,60.10751455,19.9221115,,,9
0,2018-06-28_08:10:22.394,60.10750011,19.92212228,,,8
0,2018-06-28_08:10:23.394,60.10749746,19.92213918,,,8
0,2018-06-28_08:10:24.394,60.10748302,19.92214996,,,8
0,2018-06-28_08:10:25.394,60.10747571,19.92214383,,,8
0,2018-06-28_08:10:26.394,60.10746858,19.92216074,,,8
0,2018-06-28_08:10:27.394,60.10746127,19.92215461,,,8
0,2018-06-28_08:10:28.394,60.10744682,19.92216539,,,8
0,2018-06-28_08:10:29.394,60.10744682,19.92216539,,,8
0,2018-06-28_08:10:30.394,60.10743686,19.92217616,,,8
0,2018-06-28_08:10:31.395,60.10743421,19.92219307,,,8
0,2018-06-28_08:10:32.395,60.10742242,19.92218694,,,8
0,2018-06-28_08:10:33.395,60.10741977,19.92220384,,,8
0,2018-06-28_08:10:35.675,60.10741977,19.92220384,,,8
0,2018-06-28_08:10:36.675,60.10740248,19.92220849,,,8
0,2018-06-28_08:10:37.675,60.10738539,19.92223617,,,8
0,2018-06-28_08:10:38.675,60.10738539,19.92223617,,,8
0,2018-06-28_08:10:39.675,60.10738539,19.92223617,,,8
0,2018-06-28_08:10:40.675,60.10737095,19.92224695,,,6
0,2018-06-28_08:10:41.675,60.1073683,19.92226386,,,6
0,2018-06-28_08:10:42.675,60.1073683,19.92226386,,,6
0,2018-06-28_08:10:43.675,60.10735833,19.92227463,,,8
0,2018-06-28_08:10:44.675,60.10735568,19.92229154,,,8
0,2018-06-28_08:10:45.675,60.10735568,19.92229154,,,8
0,2018-06-28_08:10:46.675,60.10734856,19.92230844,,,8
0,2018-06-28_08:10:47.676,60.10734856,19.92230844,,,8
0,2018-06-28_08:10:48.676,60.10734856,19.92230844,,,8
0,2018-06-28_08:10:54.803,60.10732453,19.92237605,,,8
0,2018-06-28_08:10:55.803,60.10731009,19.92238683,,,9
0,2018-06-28_08:10:56.803,60.10730297,19.92240373,,,9
0,2018-06-28_08:10:57.803,60.10730297,19.92240373,,,9
0,2018-06-28_08:10:58.803,60.10729766,19.92243754,,,8
0,2018-06-28_08:10:59.803,60.10728322,19.92244832,,,8
0,2018-06-28_08:11:00.803,60.10728322,19.92244832,,,8
0,2018-06-28_08:11:01.803,60.10728057,19.92246522,,,8
0,2018-06-28_08:11:02.803,60.10726613,19.922476,,,8
0,2018-06-28_08:11:03.803,60.10726613,19.922476,,,8
0,2018-06-28_08:11:04.803,60.10726348,19.9224929,,,8
0,2018-06-28_08:11:05.803,60.10725351,19.92250368,,,8
0,2018-06-28_08:11:06.803,60.10725351,19.92250368,,,8
0,2018-06-28_08:11:07.804,60.10724639,19.92252058,,,8
0,2018-06-28_08:11:08.804,60.10723642,19.92253136,,,8
0,2018-06-28_08:11:09.804,60.10723642,19.92253136,,,8
0,2018-06-28_08:11:10.804,60.10723112,19.92256516,,,8
0,2018-06-28_08:11:11.804,60.10723112,19.92256516,,,8
0,2018-06-28_08:11:12.804,60.10723112,19.92256516,,,8
0,2018-06-28_08:11:13.804,60.10721402,19.92259285,,,7
0,2018-06-28_08:11:14.804,60.10721402,19.92259285,,,7
0,2018-06-28_08:11:15.804,60.10721402,19.92259285,,,7
0,2018-06-28_08:11:16.804,60.10720872,19.92262665,,,7
0,2018-06-28_08:11:17.804,60.10719428,19.92263743,,,7
0,2018-06-28_08:11:18.804,60.10719428,19.92263743,,,7
0,2018-06-28_08:11:19.804,60.10719163,19.92265433,,,7
0,2018-06-28_08:11:20.805,60.10718716,19.92265433,,,7
0,2018-06-28_08:11:21.805,60.10718716,19.92265433,,,7
0,2018-06-28_08:11:22.805,60.10718185,19.92268814,,,7
0,2018-06-28_08:11:23.805,60.10717738,19.92268814,,,7
0,2018-06-28_08:11:24.805,60.10717738,19.92268814,,,7
0,2018-06-28_08:11:35.245,60.10714585,19.9227266,,,8
0,2018-06-28_08:11:36.245,60.10711211,19.92270209,,,8
0,2018-06-28_08:11:37.245,60.10711476,19.92268519,,,8
0,2018-06-28_08:11:38.245,60.10712189,19.92266828,,,8
0,2018-06-28_08:11:39.245,60.10712189,19.92266828,,,8
0,2018-06-28_08:11:40.245,60.10712454,19.92265138,,,9
0,2018-06-28_08:11:41.245,60.10712719,19.92263448,,,9
0,2018-06-28_08:11:42.245,60.10712984,19.92261757,,,9
0,2018-06-28_08:11:43.246,60.10712253,19.92261145,,,7
0,2018-06-28_08:11:44.246,60.10712518,19.92259454,,,7
0,2018-06-28_08:11:45.246,60.10712336,19.92257764,,,7
0,2018-06-28_08:11:46.246,60.10711869,19.92255461,,,8
0,2018-06-28_08:11:47.246,60.10712134,19.92253771,,,8
0,2018-06-28_08:11:48.246,60.10710956,19.92253158,,,8
0,2018-06-28_08:11:49.246,60.10710489,19.92250855,,,8
0,2018-06-28_08:11:50.246,60.10710754,19.92249165,,,8
0,2018-06-28_08:11:51.246,60.10709575,19.92248552,,,8
0,2018-06-28_08:11:52.246,60.10709109,19.92246249,,,8
0,2018-06-28_08:11:53.246,60.10709109,19.92246249,,,8
0,2018-06-28_08:11:54.246,60.10709109,19.92246249,,,8
0,2018-06-28_08:11:55.246,60.10707729,19.92241643,,,8
0,2018-06-28_08:11:56.246,60.10707262,19.9223934,,,8
0,2018-06-28_08:11:57.247,60.10707262,19.9223934,,,8
0,2018-06-28_08:11:58.247,60.10706796,19.92237037,,,8
0,2018-06-28_08:11:59.247,60.10705882,19.92234734,,,8
0,2018-06-28_08:12:00.247,60.10706147,19.92233044,,,8
0,2018-06-28_08:12:01.247,60.10705681,19.92230741,,,6
0,2018-06-28_08:12:02.247,60.10705681,19.92230741,,,6
0,2018-06-28_08:12:03.247,60.10704767,19.92228438,,,6
0,2018-06-28_08:12:04.247,60.10704301,19.92226135,,,7
0,2018-06-28_08:12:05.247,60.10704566,19.92224445,,,7
0,2018-06-28_08:12:06.247,60.10704099,19.92222142,,,7
0,2018-06-28_08:12:07.247,60.10703368,19.92221529,,,8
0,2018-06-28_08:12:08.247,60.10703633,19.92219839,,,8
0,2018-06-28_08:12:09.247,60.10703167,19.92217536,,,8
0,2018-06-28_08:12:10.247,60.107027,19.92215233,,,8
0,2018-06-28_08:12:11.248,60.107027,19.92215233,,,8
0,2018-06-28_08:12:12.344,60.107027,19.92215233,,,8
0,2018-06-28_08:12:13.344,60.10701585,19.92208937,,,8
0,2018-06-28_08:12:14.345,60.1070185,19.92207246,,,8
0,2018-06-28_08:12:15.345,60.10701384,19.92204944,,,8
0,2018-06-28_08:12:16.345,60.10701183,19.9220095,,,8
0,2018-06-28_08:12:17.345,60.10701448,19.9219926,,,8
0,2018-06-28_08:12:18.345,60.10700981,19.92196957,,,8
0,2018-06-28_08:12:19.345,60.10700068,19.92194654,,,9
0,2018-06-28_08:12:20.345,60.10699336,19.92194041,,,9
0,2018-06-28_08:12:21.345,60.10698604,19.92193429,,,9
0,2018-06-28_08:12:22.345,60.10698604,19.92193429,,,8
0,2018-06-28_08:12:23.345,60.1069716,19.92194506,,,8
0,2018-06-28_08:12:24.345,60.10696164,19.92195584,,,8
0,2018-06-28_08:12:25.345,60.10696164,19.92195584,,,8
0,2018-06-28_08:12:26.345,60.10695898,19.92197274,,,8
0,2018-06-28_08:12:27.345,60.10695633,19.92198965,,,8
0,2018-06-28_08:12:28.345,60.10694189,19.92200043,,,9
0,2018-06-28_08:12:29.346,60.10693924,19.92201733,,,9
0,2018-06-28_08:12:30.346,60.10693924,19.92201733,,,9
0,2018-06-28_08:12:31.346,60.10693659,19.92203423,,,9
0,2018-06-28_08:12:32.346,60.10693394,19.92205113,,,9
0,2018-06-28_08:12:33.346,60.10693129,19.92206804,,,9
0,2018-06-28_08:12:34.346,60.10692132,19.92207881,,,9
0,2018-06-28_08:12:35.346,60.10691867,19.92209572,,,9
0,2018-06-28_08:12:36.346,60.10691602,19.92211262,,,9
0,2018-06-28_08:12:37.346,60.10691155,19.92211262,,,8
0,2018-06-28_08:12:38.346,60.10690158,19.9221234,,,8
0,2018-06-28_08:12:39.346,60.10689893,19.9221403,,,8
0,2018-06-28_08:12:40.346,60.10688896,19.92215108,,,10
0,2018-06-28_08:12:41.346,60.10688631,19.92216798,,,10
0,2018-06-28_08:12:42.347,60.10688631,19.92216798,,,10
0,2018-06-28_08:12:43.347,60.10687187,19.92217876,,,9
0,2018-06-28_08:12:44.347,60.10686922,19.92219566,,,9
0,2018-06-28_08:12:45.347,60.1068619,19.92218954,,,9
0,2018-06-28_08:12:46.347,60.1068619,19.92218954,,,9
0,2018-06-28_08:12:47.347,60.10684928,19.92221721,,,9
0,2018-06-28_08:12:48.347,60.10684928,19.92221721,,,9
0,2018-06-28_08:12:49.347,60.10684216,19.92223412,,,8
0,2018-06-28_08:12:50.347,60.10683219,19.92224489,,,8
0,2018-06-28_08:12:51.347,60.10683219,19.92224489,,,8
0,2018-06-28_08:12:52.347,60.10682954,19.9222618,,,9
0,2018-06-28_08:12:53.347,60.10682689,19.9222787,,,9
0,2018-06-28_08:12:54.347,60.10682423,19.9222956,,,9
0,2018-06-28_08:12:55.347,60.10681245,19.92228948,,,9
0,2018-06-28_08:12:56.348,60.10680979,19.92230638,,,9
0,2018-06-28_08:12:57.348,60.10680714,19.92232328,,,9
0,2018-06-28_08:12:58.348,60.10680002,19.92234019,,,9
0,2018-06-28_08:12:59.348,60.10680002,19.92234019,,,9
0,2018-06-28_08:13:00.348,60.10679005,19.92235096,,,9
0,2018-06-28_08:13:01.348,60.10678293,19.92236787,,,9
