time,latitude,longitude,satellites_used
2018-06-12_12:39:13.617,60.07544742,19.97077757,11
2018-06-12_12:39:14.617,60.07543031,19.9708052,11
2018-06-12_12:39:15.617,60.07541587,19.97081594,11
2018-06-12_12:39:16.617,60.07541587,19.97081594,11
2018-06-12_12:39:17.618,60.07539611,19.97086045,10
2018-06-12_12:39:18.618,60.07539345,19.97087733,10
2018-06-12_12:39:19.618,60.07539345,19.97087733,10
2018-06-12_12:39:20.618,60.07537635,19.97090496,10
2018-06-12_12:39:21.618,60.07536191,19.97091571,10
2018-06-12_12:39:22.618,60.07536191,19.97091571,10
2018-06-12_12:39:23.618,60.0753448,19.97094334,10
2018-06-12_12:39:24.618,60.07533036,19.97095409,10
2018-06-12_12:39:25.618,60.07533036,19.97095409,10
2018-06-12_12:39:26.618,60.07531325,19.97098172,10
2018-06-12_12:39:27.618,60.07530329,19.97099246,10
2018-06-12_12:39:28.618,60.07530329,19.97099246,10
2018-06-12_12:39:29.618,60.07528619,19.97102009,10
2018-06-12_12:39:42.701,60.07525198,19.97107535,9
2018-06-12_12:39:43.701,60.07515916,19.97120736,10
2018-06-12_12:39:44.701,60.07513758,19.97123498,10
2018-06-12_12:39:45.701,60.07512313,19.97124573,10
2018-06-12_12:39:46.701,60.07512313,19.97124573,10
2018-06-12_12:39:47.701,60.07509872,19.97126723,10
2018-06-12_12:39:48.701,60.07508427,19.97127797,10
2018-06-12_12:39:49.701,60.07508427,19.97127797,10
2018-06-12_12:39:50.701,60.07506717,19.9713056,10
2018-06-12_12:39:51.701,60.07505272,19.97131635,10
2018-06-12_12:39:52.701,60.07505272,19.97131635,10
2018-06-12_12:39:53.701,60.07502831,19.97133784,10
2018-06-12_12:39:54.701,60.07501387,19.97134859,10
2018-06-12_12:39:55.701,60.07501387,19.97134859,10
2018-06-12_12:39:56.701,60.07499676,19.97137622,10
2018-06-12_12:39:57.702,60.07498232,19.97138696,10
2018-06-12_12:39:58.702,60.07498232,19.97138696,10
2018-06-12_12:39:59.702,60.07496521,19.97141459,9
2018-06-12_12:40:00.702,60.07495077,19.97142534,9
2018-06-12_12:40:01.702,60.07495077,19.97142534,9
2018-06-12_12:40:02.702,60.07493367,19.97145297,9
2018-06-12_12:40:03.702,60.0749237,19.97146371,9
2018-06-12_12:40:04.702,60.0749237,19.97146371,9
2018-06-12_12:40:05.702,60.0749066,19.97149134,9
2018-06-12_12:40:06.702,60.07489215,19.97150209,9
2018-06-12_12:40:07.702,60.07489215,19.97150209,9
2018-06-12_12:40:21.844,60.0748053,19.97154355,9
2018-06-12_12:40:22.844,60.07475199,19.97158654,10
2018-06-12_12:40:23.844,60.07474468,19.9715804,10
2018-06-12_12:40:24.844,60.07474203,19.97159729,10
2018-06-12_12:40:25.844,60.07474203,19.97159729,10
2018-06-12_12:40:26.844,60.07473024,19.97159115,10
2018-06-12_12:40:27.844,60.07473024,19.97159115,10
2018-06-12_12:40:28.844,60.07473024,19.97159115,10
2018-06-12_12:40:29.845,60.07471314,19.97161878,11
2018-06-12_12:40:30.845,60.07471314,19.97161878,11
2018-06-12_12:40:31.845,60.07471314,19.97161878,10
2018-06-12_12:40:32.845,60.07469603,19.97164641,10
2018-06-12_12:40:33.845,60.07469338,19.97166329,10
2018-06-12_12:40:34.845,60.07469338,19.97166329,10
2018-06-12_12:40:35.845,60.07467893,19.97167403,10
2018-06-12_12:40:36.845,60.07466448,19.97168478,10
2018-06-12_12:40:37.845,60.07466448,19.97168478,10
2018-06-12_12:40:38.845,60.07464738,19.97171241,9
2018-06-12_12:40:39.845,60.07463741,19.97172315,9
2018-06-12_12:40:40.845,60.07463741,19.97172315,9
2018-06-12_12:40:41.845,60.07462031,19.97175078,10
2018-06-12_12:40:42.845,60.07460587,19.97176153,10
2018-06-12_12:40:43.846,60.07460587,19.97176153,10
2018-06-12_12:40:44.846,60.07458677,19.97174926,9
2018-06-12_12:40:45.846,60.07457498,19.97174312,9
2018-06-12_12:40:46.846,60.07457498,19.97174312,10
2018-06-12_12:40:47.846,60.07455588,19.97173086,10
2018-06-12_12:40:48.846,60.07455588,19.97173086,10
2018-06-12_12:40:49.846,60.07455588,19.97173086,10
2018-06-12_12:40:50.846,60.07453412,19.97173547,9
2018-06-12_12:40:51.846,60.07451967,19.97174621,9
2018-06-12_12:41:00.606,60.07444993,19.97176005,10
2018-06-12_12:41:01.606,60.07443083,19.97174778,10
2018-06-12_12:41:02.606,60.07441904,19.97174164,10
2018-06-12_12:41:03.606,60.07441173,19.97173551,10
2018-06-12_12:41:04.606,60.07441173,19.97173551,10
2018-06-12_12:41:05.607,60.07439529,19.97170636,10
2018-06-12_12:41:06.607,60.07439063,19.97168334,10
2018-06-12_12:41:07.607,60.07439063,19.97168334,10
2018-06-12_12:41:08.607,60.07437884,19.97167721,10
2018-06-12_12:41:09.607,60.07436971,19.97165419,10
2018-06-12_12:41:10.607,60.07436971,19.97165419,10
2018-06-12_12:41:11.607,60.0743624,19.97164805,10
2018-06-12_12:41:12.607,60.07434596,19.9716189,10
2018-06-12_12:41:13.607,60.07434596,19.9716189,10
2018-06-12_12:41:14.607,60.07432951,19.97158975,9
2018-06-12_12:41:15.607,60.07433217,19.97157287,9
2018-06-12_12:41:25.671,60.07427753,19.97151918,10
2018-06-12_12:41:26.671,60.07423867,19.97155142,10
2018-06-12_12:41:27.671,60.07423601,19.9715683,10
2018-06-12_12:41:28.671,60.07423601,19.9715683,10
2018-06-12_12:41:29.671,60.07422622,19.97160206,10
2018-06-12_12:41:30.671,60.07421625,19.97161281,10
2018-06-12_12:41:31.671,60.07421625,19.97161281,10
2018-06-12_12:41:32.671,60.07420646,19.97164657,11
2018-06-12_12:41:33.671,60.0742038,19.97166346,11
2018-06-12_12:41:34.671,60.0742038,19.97166346,11
2018-06-12_12:41:35.671,60.0741867,19.97169108,11
2018-06-12_12:41:45.651,60.07415232,19.97172332,11
2018-06-12_12:41:46.651,60.07410964,19.97169878,11
2018-06-12_12:41:47.651,60.07409054,19.97168651,11
2018-06-12_12:41:48.651,60.07409054,19.97168651,11
2018-06-12_12:41:49.651,60.07409054,19.97168651,11
2018-06-12_12:41:50.651,60.07407144,19.97167424,11
2018-06-12_12:41:51.651,60.07406413,19.97166811,11
2018-06-12_12:41:52.651,60.07406413,19.97166811,11
2018-06-12_12:41:53.651,60.07404969,19.97167886,11
2018-06-12_12:41:54.651,60.07404969,19.97167886,11
2018-06-12_12:41:55.651,60.07404969,19.97167886,11
2018-06-12_12:41:56.651,60.07402793,19.97168347,11
2018-06-12_12:41:57.652,60.07402527,19.97170035,11
2018-06-12_12:41:58.652,60.07402527,19.97170035,11
2018-06-12_12:41:59.652,60.07400617,19.97168808,11
2018-06-12_12:42:00.652,60.07400169,19.97168808,11
2018-06-12_12:42:06.727,60.0739635,19.97166354,11
2018-06-12_12:42:07.727,60.0739635,19.97166354,11
2018-06-12_12:42:08.727,60.07395618,19.9716574,11
2018-06-12_12:42:09.727,60.0739444,19.97165127,11
2018-06-12_12:42:10.727,60.0739444,19.97165127,11
2018-06-12_12:42:11.727,60.07393992,19.97165127,11
2018-06-12_12:42:12.727,60.07393261,19.97164513,11
2018-06-12_12:42:13.727,60.07393261,19.97164513,11
2018-06-12_12:42:14.728,60.07392995,19.97166202,11
2018-06-12_12:42:15.728,60.07391816,19.97165588,11
2018-06-12_12:42:16.728,60.07391816,19.97165588,11
2018-06-12_12:42:17.728,60.07391816,19.97165588,11
2018-06-12_12:42:18.728,60.07391368,19.97165588,11
2018-06-12_12:42:19.728,60.07391368,19.97165588,11
2018-06-12_12:42:20.728,60.07390172,19.97162673,11
2018-06-12_12:42:21.728,60.07389724,19.97162673,11
2018-06-12_12:42:22.728,60.07389724,19.97162673,11
2018-06-12_12:42:23.728,60.07389259,19.97160372,11
2018-06-12_12:42:24.728,60.07388811,19.97160372,11
2018-06-12_12:42:25.728,60.07388811,19.97160372,11
2018-06-12_12:42:26.728,60.07387632,19.97159758,11
2018-06-12_12:42:27.728,60.07387814,19.97161446,11
2018-06-12_12:42:28.728,60.07387814,19.97161446,11
2018-06-12_12:42:29.729,60.07387083,19.97160833,10
2018-06-12_12:42:30.729,60.0738637,19.97162521,10
2018-06-12_12:42:31.729,60.0738637,19.97162521,10
2018-06-12_12:42:32.729,60.07385373,19.97163595,11
2018-06-12_12:42:33.729,60.07384194,19.97162982,11
2018-06-12_12:42:34.729,60.07384194,19.97162982,11
2018-06-12_12:42:35.729,60.07383463,19.97162368,10
2018-06-12_12:42:36.729,60.07382018,19.97163443,10
2018-06-12_12:42:48.43,60.07378482,19.97161603,11
2018-06-12_12:42:49.44,60.07375327,19.9716544,11
2018-06-12_12:42:50.44,60.07374613,19.97167128,11
2018-06-12_12:42:51.44,60.07373616,19.97168203,11
2018-06-12_12:42:52.44,60.07373616,19.97168203,11
2018-06-12_12:42:53.44,60.07372172,19.97169277,11
2018-06-12_12:42:54.44,60.07371906,19.97170965,11
2018-06-12_12:42:55.44,60.07371175,19.97170352,11
2018-06-12_12:42:56.44,60.07370462,19.9717204,11
2018-06-12_12:42:57.44,60.07369465,19.97173115,11
2018-06-12_12:42:58.44,60.07369199,19.97174803,11
2018-06-12_12:42:59.44,60.0736802,19.97174189,11
2018-06-12_12:43:00.44,60.07367755,19.97175877,11
2018-06-12_12:43:01.44,60.07366758,19.97176952,11
2018-06-12_12:43:02.44,60.07366492,19.9717864,11
2018-06-12_12:43:03.44,60.07365048,19.97179715,11
2018-06-12_12:43:04.45,60.07365048,19.97179715,11
2018-06-12_12:43:05.45,60.07364051,19.97180789,11
2018-06-12_12:43:06.45,60.07363337,19.97182477,11
2018-06-12_12:43:07.45,60.0736234,19.97183552,11
2018-06-12_12:43:08.45,60.0736234,19.97183552,10
2018-06-12_12:43:16.420,60.07356213,19.97192915,10
2018-06-12_12:43:17.420,60.07355947,19.97194603,11
2018-06-12_12:43:18.421,60.07355234,19.97196291,11
2018-06-12_12:43:19.421,60.07354237,19.97197365,11
2018-06-12_12:43:20.421,60.07354237,19.97197365,11
2018-06-12_12:43:21.421,60.07352792,19.9719844,11
2018-06-12_12:43:22.421,60.07352527,19.97200128,11
2018-06-12_12:43:23.421,60.07352261,19.97201816,11
2018-06-12_12:43:24.421,60.07351264,19.97202891,11
2018-06-12_12:43:25.421,60.07350551,19.97204579,11
2018-06-12_12:43:26.421,60.07350551,19.97204579,11
2018-06-12_12:43:27.421,60.07349554,19.97205654,11
2018-06-12_12:43:28.421,60.0734884,19.97207342,11
2018-06-12_12:43:29.421,60.07348575,19.9720903,11
2018-06-12_12:43:30.421,60.07347578,19.97210104,11
2018-06-12_12:43:31.421,60.07346864,19.97211792,11
2018-06-12_12:43:32.422,60.07345868,19.97212867,10
2018-06-12_12:43:33.422,60.07345602,19.97214555,10
2018-06-12_12:43:34.422,60.07345154,19.97214555,10
2018-06-12_12:43:35.422,60.07344157,19.9721563,11
2018-06-12_12:43:36.422,60.07343892,19.97217318,11
2018-06-12_12:43:37.422,60.07343178,19.97219006,11
2018-06-12_12:43:38.422,60.07342182,19.9722008,11
2018-06-12_12:43:39.422,60.07341916,19.97221768,11
2018-06-12_12:43:40.422,60.07340471,19.97222843,11
2018-06-12_12:43:41.422,60.07340206,19.97224531,11
2018-06-12_12:43:42.422,60.0733994,19.97226219,11
2018-06-12_12:43:43.422,60.07338495,19.97227294,11
2018-06-12_12:43:44.422,60.0733823,19.97228982,11
2018-06-12_12:43:45.423,60.07337964,19.9723067,11
2018-06-12_12:43:46.423,60.07336519,19.97231744,11
2018-06-12_12:43:47.423,60.07336254,19.97233432,11
2018-06-12_12:43:48.423,60.07336254,19.97233432,11
2018-06-12_12:43:49.423,60.07334543,19.97236195,11
2018-06-12_12:43:50.423,60.07334543,19.97236195,11
2018-06-12_12:43:51.423,60.07334278,19.97237883,11
2018-06-12_12:44:01.237,60.07330591,19.97245097,11
2018-06-12_12:44:02.238,60.07326639,19.97253998,11
2018-06-12_12:44:03.238,60.07325926,19.97255686,11
2018-06-12_12:44:04.238,60.07324929,19.97256761,11
2018-06-12_12:44:05.238,60.07324216,19.97258449,11
2018-06-12_12:44:06.238,60.0732395,19.97260137,11
2018-06-12_12:44:07.238,60.07322953,19.97261211,11
2018-06-12_12:44:08.238,60.07321974,19.97264587,11
2018-06-12_12:44:09.238,60.07321708,19.97266275,11
2018-06-12_12:44:10.238,60.07321443,19.97267963,11
2018-06-12_12:44:11.238,60.07319998,19.97269038,11
2018-06-12_12:44:12.238,60.07319732,19.97270726,11
2018-06-12_12:44:13.238,60.07318753,19.97274102,11
2018-06-12_12:44:14.238,60.07318487,19.9727579,11
2018-06-12_12:44:15.238,60.07317491,19.97276865,11
2018-06-12_12:44:16.239,60.07316777,19.97278553,11
2018-06-12_12:44:17.239,60.07316511,19.97280241,11
2018-06-12_12:44:18.239,60.07315067,19.97281316,11
2018-06-12_12:44:19.239,60.0731407,19.9728239,11
2018-06-12_12:44:20.239,60.07312891,19.97281777,11
2018-06-12_12:44:21.239,60.07311894,19.97282851,11
2018-06-12_12:44:22.239,60.07310716,19.97282238,11
2018-06-12_12:44:23.239,60.07309984,19.97281624,11
2018-06-12_12:44:24.239,60.07309537,19.97281624,11
2018-06-12_12:44:25.239,60.07309071,19.97279323,11
2018-06-12_12:44:26.239,60.07307892,19.97278709,11
2018-06-12_12:44:27.239,60.07307892,19.97278709,11
2018-06-12_12:44:28.239,60.07307892,19.97278709,11
2018-06-12_12:44:29.239,60.07307892,19.97278709,11
2018-06-12_12:44:30.240,60.07305251,19.97276869,10
2018-06-12_12:44:31.240,60.07304072,19.97276255,10
2018-06-12_12:44:32.240,60.07304072,19.97276255,10
2018-06-12_12:44:33.240,60.07303341,19.97275642,10
2018-06-12_12:44:34.240,60.07302163,19.97275028,10
2018-06-12_12:44:35.240,60.07302163,19.97275028,10
2018-06-12_12:44:36.240,60.07301431,19.97274415,10
2018-06-12_12:44:37.240,60.07300252,19.97273801,10
2018-06-12_12:44:38.240,60.07300518,19.97272113,10
2018-06-12_12:44:39.240,60.07299787,19.972715,10
2018-06-12_12:44:40.240,60.07299339,19.972715,10
2018-06-12_12:44:41.240,60.07298608,19.97270886,11
2018-06-12_12:44:42.240,60.07297877,19.97270273,11
2018-06-12_12:44:43.240,60.07297429,19.97270273,11
2018-06-12_12:44:44.241,60.07296698,19.97269659,10
2018-06-12_12:44:45.241,60.07295967,19.97269046,10
2018-06-12_12:44:46.241,60.07295054,19.97266744,10
2018-06-12_12:45:01.717,60.07291965,19.97264904,10
2018-06-12_12:45:02.717,60.07283212,19.97253705,10
2018-06-12_12:45:03.717,60.07282481,19.97253091,10
2018-06-12_12:45:04.718,60.07282481,19.97253091,10
2018-06-12_12:45:05.718,60.07280571,19.97251864,10
2018-06-12_12:45:06.718,60.0727984,19.97251251,10
2018-06-12_12:45:07.718,60.0727984,19.97251251,10
2018-06-12_12:45:08.718,60.07278927,19.97248949,10
2018-06-12_12:45:09.718,60.07277748,19.97248336,10
2018-06-12_12:45:10.718,60.07277748,19.97248336,10
2018-06-12_12:45:11.718,60.07276286,19.97247109,10
2018-06-12_12:45:26.651,60.07270756,19.97247418,11
2018-06-12_12:45:27.651,60.0726609,19.97258007,10
2018-06-12_12:45:28.651,60.0726609,19.97258007,10
2018-06-12_12:45:29.651,60.07265559,19.97261383,10
2018-06-12_12:45:30.651,60.07266024,19.97263684,10
2018-06-12_12:45:31.651,60.07266024,19.97263684,10
2018-06-12_12:45:32.651,60.07265493,19.97267061,10
2018-06-12_12:45:33.652,60.07264779,19.97268749,10
2018-06-12_12:45:34.652,60.07264779,19.97268749,10
2018-06-12_12:45:35.652,60.07263517,19.97271511,10
2018-06-12_12:45:36.652,60.07262804,19.97273199,10
2018-06-12_12:45:37.652,60.07262804,19.97273199,10
2018-06-12_12:45:38.652,60.07260628,19.9727366,9
2018-06-12_12:45:39.652,60.07260362,19.97275348,9
2018-06-12_12:45:40.652,60.07260362,19.97275348,9
2018-06-12_12:45:41.652,60.07258652,19.97278111,10
2018-06-12_12:45:42.652,60.07257207,19.97279185,10
2018-06-12_12:45:43.652,60.07257207,19.97279185,10
2018-06-12_12:45:44.652,60.07255497,19.97281948,10
2018-06-12_12:45:45.652,60.07255231,19.97283636,10
2018-06-12_12:45:46.652,60.07255231,19.97283636,10
2018-06-12_12:45:47.653,60.07253521,19.97286398,10
2018-06-12_12:45:48.653,60.07253255,19.97288087,10
2018-06-12_12:45:49.653,60.07253255,19.97288087,10
2018-06-12_12:45:50.653,60.0725201,19.9729315,10
2018-06-12_12:45:51.653,60.07251014,19.97294225,10
2018-06-12_12:45:52.653,60.07251014,19.97294225,10
2018-06-12_12:45:53.653,60.07250034,19.97297601,10
2018-06-12_12:45:54.653,60.07249503,19.97300977,10
2018-06-12_12:45:55.653,60.07249503,19.97300977,10
2018-06-12_12:45:56.653,60.07247793,19.9730374,10
2018-06-12_12:46:08.801,60.07244106,19.97310953,10
2018-06-12_12:46:09.800,60.07233711,19.97317861,10
2018-06-12_12:46:10.800,60.07233711,19.97317861,10
2018-06-12_12:46:11.801,60.07231801,19.97316634,10
2018-06-12_12:46:12.801,60.07230804,19.97317708,10
2018-06-12_12:46:13.801,60.07230804,19.97317708,10
2018-06-12_12:46:14.801,60.07229178,19.97317095,9
2018-06-12_12:46:15.801,60.07228181,19.97318169,9
2018-06-12_12:46:16.801,60.07228181,19.97318169,9
2018-06-12_12:46:17.801,60.07226005,19.9731863,10
2018-06-12_12:46:18.801,60.0722456,19.97319705,10
2018-06-12_12:46:19.801,60.0722456,19.97319705,10
2018-06-12_12:46:20.801,60.07223116,19.9732078,10
2018-06-12_12:46:21.801,60.07222119,19.97321854,10
2018-06-12_12:46:22.801,60.07222119,19.97321854,10
2018-06-12_12:46:23.801,60.07219961,19.97324616,10
2018-06-12_12:46:32.171,60.07214365,19.97330602,10
2018-06-12_12:46:33.172,60.0721121,19.9733444,10
2018-06-12_12:46:34.172,60.07210944,19.97336127,10
2018-06-12_12:46:35.172,60.072095,19.97337202,10
2018-06-12_12:46:36.172,60.07209234,19.9733889,10
2018-06-12_12:46:37.172,60.07207789,19.97339965,10
2018-06-12_12:46:38.172,60.07206793,19.97341039,9
2018-06-12_12:46:39.172,60.07206079,19.97342727,9
2018-06-12_12:46:40.172,60.07205082,19.97343801,9
2018-06-12_12:46:41.172,60.07204369,19.97345489,10
2018-06-12_12:46:42.172,60.07203372,19.97346564,10
2018-06-12_12:46:43.172,60.07202659,19.97348252,10
2018-06-12_12:46:44.172,60.07201396,19.97351014,10
2018-06-12_12:46:45.172,60.07200683,19.97352702,10
2018-06-12_12:46:46.173,60.07199686,19.97353777,10
2018-06-12_12:46:47.173,60.07198972,19.97355465,10
2018-06-12_12:46:48.173,60.07198707,19.97357153,10
2018-06-12_12:46:49.173,60.07197262,19.97358227,10
2018-06-12_12:46:50.173,60.07196996,19.97359915,10
2018-06-12_12:46:51.173,60.07195552,19.9736099,10
2018-06-12_12:46:52.173,60.0719502,19.97364366,10
2018-06-12_12:46:53.173,60.07194307,19.97366054,10
2018-06-12_12:46:54.173,60.0719331,19.97367128,10
2018-06-12_12:46:55.173,60.07192596,19.97368816,10
2018-06-12_12:46:56.173,60.07192331,19.97370504,10
2018-06-12_12:46:57.173,60.0719062,19.97373267,10
2018-06-12_12:46:58.173,60.07190355,19.97374955,10
2018-06-12_12:46:59.173,60.07189641,19.97376643,10
2018-06-12_12:47:00.174,60.07188644,19.97377717,10
2018-06-12_12:47:01.174,60.07188379,19.97379405,10
2018-06-12_12:47:02.174,60.07186934,19.9738048,10
2018-06-12_12:47:09.860,60.07183713,19.97389994,10
2018-06-12_12:47:10.860,60.07181006,19.97393831,10
2018-06-12_12:47:11.860,60.0717903,19.97398281,10
2018-06-12_12:47:12.860,60.07178316,19.97399969,10
2018-06-12_12:47:13.860,60.07178316,19.97399969,10
2018-06-12_12:47:14.860,60.07176606,19.97402732,10
2018-06-12_12:47:15.860,60.0717634,19.9740442,10
2018-06-12_12:47:16.860,60.0717634,19.9740442,10
2018-06-12_12:47:17.860,60.07174364,19.9740887,10
2018-06-12_12:47:18.860,60.0717292,19.97409945,10
2018-06-12_12:47:19.860,60.0717292,19.97409945,10
2018-06-12_12:47:20.860,60.07170744,19.97410405,10
2018-06-12_12:47:21.861,60.07169747,19.9741148,10
2018-06-12_12:47:22.861,60.07169747,19.9741148,10
2018-06-12_12:47:23.861,60.07168121,19.97410866,11
2018-06-12_12:47:24.861,60.07167655,19.97408565,11
2018-06-12_12:47:25.861,60.07167655,19.97408565,11
2018-06-12_12:47:26.861,60.07165745,19.97407338,11
2018-06-12_12:47:27.861,60.07165014,19.97406724,11
2018-06-12_12:47:28.861,60.07165014,19.97406724,11
2018-06-12_12:47:29.861,60.07164101,19.97404423,11
2018-06-12_12:47:30.861,60.0716337,19.97403809,11
2018-06-12_12:47:31.861,60.0716337,19.97403809,11
2018-06-12_12:47:32.861,60.07162191,19.97403196,11
2018-06-12_12:47:33.861,60.0716146,19.97402582,11
2018-06-12_12:47:34.861,60.0716146,19.97402582,11
2018-06-12_12:47:42.1,60.07157906,19.9739844,10
2018-06-12_12:47:43.1,60.07156727,19.97397827,11
2018-06-12_12:47:44.1,60.07155996,19.97397214,10
2018-06-12_12:47:45.1,60.07155083,19.97394912,10
2018-06-12_12:47:46.2,60.07154352,19.97394299,10
2018-06-12_12:47:47.2,60.07153621,19.97393685,10
2018-06-12_12:47:48.2,60.07153173,19.97393685,10
2018-06-12_12:47:49.2,60.07152707,19.97391384,10
2018-06-12_12:47:50.2,60.07151976,19.9739077,11
2018-06-12_12:47:51.2,60.07151245,19.97390157,11
2018-06-12_12:47:52.2,60.07150066,19.97389543,11
2018-06-12_12:47:53.2,60.07149335,19.9738893,11
2018-06-12_12:47:54.2,60.07149601,19.97387242,11
2018-06-12_12:47:55.2,60.07148422,19.97386628,11
2018-06-12_12:47:56.2,60.07147691,19.97386015,11
2018-06-12_12:47:57.2,60.0714696,19.97385401,11
2018-06-12_12:47:58.2,60.07146047,19.973831,11
2018-06-12_12:47:59.2,60.07145316,19.97382486,11
2018-06-12_12:48:00.3,60.07144585,19.97381873,11
2018-06-12_12:48:01.3,60.07143406,19.97381259,11
2018-06-12_12:48:02.3,60.07143671,19.97379571,10
2018-06-12_12:48:20.419,60.07140117,19.97375429,10
2018-06-12_12:48:21.418,60.07130368,19.97365305,10
2018-06-12_12:48:22.418,60.07129455,19.97363004,10
2018-06-12_12:48:23.419,60.07128724,19.9736239,10
2018-06-12_12:48:24.419,60.07127545,19.97361777,10
2018-06-12_12:48:25.419,60.07126814,19.97361163,10
2018-06-12_12:48:34.720,60.07123193,19.97362699,11
2018-06-12_12:48:35.720,60.07120686,19.97370525,11
2018-06-12_12:48:36.720,60.07121417,19.97371138,11
2018-06-12_12:48:37.720,60.07121417,19.97371138,11
2018-06-12_12:48:38.720,60.07120438,19.97374514,11
2018-06-12_12:48:39.720,60.07120172,19.97376202,11
2018-06-12_12:48:40.720,60.07120172,19.97376202,11
2018-06-12_12:48:41.720,60.07119924,19.97380192,11
2018-06-12_12:48:42.720,60.07119658,19.97381879,11
2018-06-12_12:48:43.720,60.07119658,19.97381879,11
2018-06-12_12:48:44.721,60.07119127,19.97385255,11
2018-06-12_12:48:54.478,60.07119127,19.97385255,11
2018-06-12_12:48:55.478,60.07117949,19.97405663,10
2018-06-12_12:48:56.478,60.07117684,19.97407351,10
2018-06-12_12:48:57.478,60.07117418,19.97409039,10
2018-06-12_12:48:58.478,60.07117152,19.97410727,10
2018-06-12_12:48:59.478,60.07116886,19.97412415,9
2018-06-12_12:49:08.157,60.07110493,19.97423464,10
2018-06-12_12:49:09.158,60.07109314,19.97422851,10
2018-06-12_12:49:10.158,60.07109048,19.97424539,10
2018-06-12_12:49:11.158,60.07107604,19.97425613,9
2018-06-12_12:49:12.158,60.07106873,19.97425,9
2018-06-12_12:49:15.9,60.07105428,19.97426074,9
2018-06-12_12:49:16.9,60.07103252,19.97426535,10
2018-06-12_12:49:17.9,60.07101808,19.9742761,9
2018-06-12_12:49:18.9,60.07100811,19.97428684,9
2018-06-12_12:49:19.9,60.07100363,19.97428684,9
2018-06-12_12:49:20.9,60.07099367,19.97429758,10
2018-06-12_12:49:34.339,60.07093057,19.97437432,9
2018-06-12_12:49:35.339,60.07087926,19.97445719,10
2018-06-12_12:49:36.339,60.0708766,19.97447407,10
2018-06-12_12:49:37.339,60.07086215,19.97448481,10
2018-06-12_12:49:38.339,60.0708595,19.97450169,10
2018-06-12_12:49:39.339,60.07084953,19.97451244,10
2018-06-12_12:49:40.339,60.07084239,19.97452932,10
2018-06-12_12:49:41.339,60.07083974,19.97454619,10
2018-06-12_12:49:42.340,60.07082529,19.97455694,10
2018-06-12_12:49:43.340,60.07082529,19.97455694,10
2018-06-12_12:49:44.340,60.07081084,19.97456768,10
2018-06-12_12:49:45.340,60.07080819,19.97458456,10
2018-06-12_12:49:46.340,60.07080553,19.97460144,10
2018-06-12_12:49:47.340,60.07079108,19.97461219,10
2018-06-12_12:49:48.340,60.07078843,19.97462906,10
2018-06-12_12:49:49.340,60.07078129,19.97464594,10
2018-06-12_12:50:01.575,60.07074625,19.97473495,10
2018-06-12_12:50:02.575,60.07068714,19.97489147,10
2018-06-12_12:50:03.575,60.07068449,19.97490835,10
2018-06-12_12:50:04.575,60.07068449,19.97490835,10
2018-06-12_12:50:05.575,60.07066738,19.97493597,10
2018-06-12_12:50:06.575,60.07066473,19.97495285,10
2018-06-12_12:50:07.575,60.07066473,19.97495285,10
2018-06-12_12:50:08.575,60.07064762,19.97498047,10
2018-06-12_12:50:09.575,60.07064496,19.97499735,10
2018-06-12_12:50:10.576,60.07064496,19.97499735,10
2018-06-12_12:50:11.576,60.07063517,19.97503111,10
2018-06-12_12:50:19.646,60.0706101,19.97510937,10
2018-06-12_12:50:20.646,60.0705832,19.97517075,9
2018-06-12_12:50:21.646,60.07057323,19.97518149,9
2018-06-12_12:50:22.646,60.07057323,19.97518149,9
2018-06-12_12:50:23.646,60.07056144,19.97517536,10
2018-06-12_12:50:24.646,60.07055413,19.97516922,10
2018-06-12_12:50:25.646,60.07055413,19.97516922,10
2018-06-12_12:50:26.646,60.07054234,19.97516309,10
2018-06-12_12:50:27.646,60.07053503,19.97515695,10
2018-06-12_12:50:28.646,60.07053503,19.97515695,10
2018-06-12_12:50:29.647,60.07052324,19.97515082,10
2018-06-12_12:50:30.647,60.07051594,19.97514468,10
2018-06-12_12:50:31.647,60.07051594,19.97514468,10
2018-06-12_12:50:32.647,60.07050415,19.97513855,10
2018-06-12_12:50:33.647,60.07049684,19.97513241,10
2018-06-12_12:50:34.647,60.07049684,19.97513241,10
2018-06-12_12:50:35.647,60.07049236,19.97513241,10
2018-06-12_12:50:36.647,60.07048239,19.97514316,10
2018-06-12_12:50:37.647,60.07048239,19.97514316,10
2018-06-12_12:50:38.647,60.07047508,19.97513702,10
2018-06-12_12:50:39.647,60.07046329,19.97513089,10
2018-06-12_12:50:40.647,60.07046329,19.97513089,10
2018-06-12_12:50:41.647,60.07046329,19.97513089,10
2018-06-12_12:50:42.647,60.07045598,19.97512475,10
2018-06-12_12:50:43.648,60.07045598,19.97512475,10
2018-06-12_12:50:44.648,60.07045332,19.97514163,10
2018-06-12_12:50:45.648,60.07044601,19.97513549,10
2018-06-12_12:50:46.648,60.07044601,19.97513549,10
2018-06-12_12:50:47.648,60.07044153,19.97513549,10
2018-06-12_12:50:48.648,60.07043422,19.97512936,10
2018-06-12_12:50:49.648,60.07043422,19.97512936,10
2018-06-12_12:51:00.35,60.07041247,19.97513397,11
2018-06-12_12:51:01.35,60.07037427,19.97510943,11
2018-06-12_12:51:02.35,60.07037427,19.97510943,10
